sbd,toan,ngu_van,ngoai_ngu,vat_li,hoa_hoc,sinh_hoc,lich_su,dia_li,gdcd,ma_ngoai_ngu
42016804,,7.0,,,,,8.5,8.25,,
42016805,5.0,5.0,,,,,5.25,,8.25,
42016806,6.6,5.75,3.8,,,,5.75,8.25,8.25,N1
42016807,8.2,,,9.0,8.75,,,,,
42016808,6.0,6.75,4.4,,,,,,,N1
42016809,8.0,,,8.25,6.25,,,,,
42016810,,6.0,,,,,,,,
42016811,,6.0,,,,,4.25,8.25,,
42016812,7.2,,,5.0,7.5,4.25,,,,
42016813,6.6,5.75,,,,,7.75,,,
42016814,,7.5,,,,,9.5,9.25,,
42016815,6.0,,5.2,2.5,,,,,,N1
42016816,7.0,6.5,,,,,,,,
42016818,,5.75,,,,,4.5,6.0,,
42016819,7.4,6.25,5.8,5.75,5.25,,,,,N1
42016820,,5.5,,,,,,,,
42016821,7.2,,,,,,,,,
42016823,8.4,,4.0,5.75,4.5,,,,,N1
42016824,,4.5,,,,,4.75,6.75,,
42016825,,5.5,,,,,7.5,8.0,,
42016826,7.8,7.25,8.0,,,,,,,N1
42016827,7.6,6.5,5.0,8.5,6.25,,,,,N1
42016828,,5.25,,,,,4.5,5.0,,
42016829,6.8,7.5,,,,,9.0,8.75,,
42016830,7.8,7.75,5.0,,,,,,,N1
42016831,7.8,,,7.25,7.25,8.5,,,,
42016833,6.2,,3.0,3.75,,,,,,N1
42016834,7.0,,5.2,,4.5,6.5,,,,N1
42016835,,5.75,,,,,7.75,8.75,,
42016837,4.2,5.5,4.8,,,,,,,N1
42016838,7.8,,,7.0,4.0,,,,,
42016839,,5.5,,,,,5.25,6.5,,
42016840,7.2,,,7.0,7.5,,,,,
42016841,8.2,,6.2,7.0,,,,,,N1
42016842,,6.75,,,,,6.75,4.0,,
42016843,9.0,,,8.0,8.0,,,,,
42016844,8.0,,,6.5,6.75,,,,,
42016846,8.6,6.0,6.0,,,,,,,N1
42016847,,6.75,,,,,8.0,8.75,,
42016848,7.0,,,,6.75,6.5,,,,
42016850,,3.0,,,,,6.0,3.75,,
42016851,,5.0,,,,,3.75,6.0,,
42016852,,6.25,,,,,,,,
42016853,,5.25,,,,,5.25,6.25,,
42016855,9.0,,,7.25,8.0,,,,,
42016856,,9.0,,,,,7.75,8.75,,
42016859,8.2,9.0,8.8,,,,,,,N1
42016860,5.8,,,,3.5,5.0,,,,
42016861,8.0,,,,5.75,7.25,,,,
42016862,4.6,,,4.5,2.0,,,,,
42016863,,4.0,,,,,7.5,8.5,,
42016864,,4.25,,,,,5.75,6.25,,
42016866,7.0,7.75,5.2,,,,,,,N1
42016867,6.8,5.0,,,,,8.25,6.25,,
42016868,6.4,4.5,,3.25,3.25,,,,,
42016869,,5.75,,,,,9.25,8.5,,
42016870,4.8,6.5,7.8,,,,,,,N1
42016871,3.0,,,2.75,4.0,,,,,
42016872,,4.5,,,,,4.75,7.0,,
42016874,6.4,,,,5.5,4.25,,,,
42016879,,5.5,,,,,8.25,8.25,,
42016880,4.2,4.25,,,,,5.5,6.5,,
42016881,8.0,,,7.75,8.5,,,,,
42016882,,7.0,,,,,8.25,7.5,,
42016883,,5.25,,,,,7.0,6.75,,
42016884,,6.75,,,,,6.25,7.25,,
42016885,,6.75,,,,,8.5,9.25,,
42016886,7.0,,,,5.5,5.25,,,,
42016887,7.4,,,,7.5,8.0,,,,
42016889,,9.0,,,,,9.5,9.25,9.5,
42016890,,7.0,,,,,7.25,8.5,,
42016891,8.0,6.0,8.2,,,,,,,N1
42016892,,5.0,,,,,4.25,6.0,,
42016893,,5.75,,,,,6.25,8.0,,
42016894,6.2,7.75,7.8,,,,,,,N1
42016895,6.2,,7.0,,5.25,,,,,N1
42016896,8.2,6.75,8.0,5.75,6.0,7.0,,,,N1
42016897,,5.75,,,,,4.75,5.0,,
42016898,7.4,8.75,7.4,,,,,,,N1
42016899,8.0,,,6.0,7.75,6.75,,,,
42016900,7.8,7.0,6.6,,,,,,9.75,N1
42016901,,6.0,6.8,,,,,,,N1
42016902,9.0,,,7.5,6.75,,,,,
42016903,,4.5,,,,,6.75,,7.0,
42016904,6.2,6.75,4.8,6.5,,6.25,,,,N1
42016906,7.0,,,,5.25,5.5,,,,
42016907,,5.25,,,,,5.5,6.75,,
42016908,9.0,,,8.25,8.25,,,,,
42016909,7.4,,,5.75,7.5,,,,,
42016910,8.4,,,8.0,8.25,,,,,
42016911,,8.0,3.4,,,,7.0,8.5,,N1
42016912,8.0,,5.4,6.75,4.75,,,,,N1
42016913,,6.25,,,,,9.5,8.25,,
42016914,,5.25,,,,,3.75,7.25,,
42016915,,5.0,,,,,,7.75,7.75,
42016917,,5.25,,,,,5.75,6.5,,
42016918,5.8,4.75,,,,,4.75,,,
42016920,,7.5,,,,,6.25,8.75,,
42016921,4.0,,,3.75,3.75,,,,,
42016922,8.4,7.25,5.2,,,,,,9.25,N1
42016923,8.0,8.75,,,,,9.5,9.5,8.5,
42016925,7.4,,,6.75,6.5,,,,,
42016926,,4.75,,,,,5.75,7.25,,
42016927,5.4,5.25,,,,,4.75,,,
42016928,5.6,,,,5.75,4.75,,,,
42016929,,7.75,,,,,8.75,9.0,,
42016931,6.8,5.0,,7.25,5.5,,,,,
42016932,,5.0,,,,,4.75,5.5,,
42016934,,8.0,,,,,8.75,9.0,,
42016935,7.4,,,,,,,,,
42016936,8.2,,,,9.5,9.0,,,,
42016937,,7.5,8.0,,,,9.75,9.0,,N1
42016938,,,2.0,,,,,,,N1
42016939,,8.0,,,,,,,,
42016940,4.0,3.0,,,,,5.25,,,
42016941,7.8,6.0,4.2,6.75,6.75,6.75,,,,N1
42016942,6.6,5.0,,,,,3.5,,,
42016943,,6.5,,,,,7.75,7.25,9.0,
43011940,,3.25,,,,,5.5,6.75,,
43011942,3.0,2.75,2.4,,,,,,,N1
43011943,4.0,3.75,3.4,,,,4.5,4.25,6.0,N1
43011944,4.2,6.5,6.2,,,,,,,N1
43011945,,4.75,,,,,5.75,7.75,,
43011946,7.8,,,5.75,5.0,,,,,
43011947,5.2,4.25,5.8,,,,4.5,4.75,6.75,N1
43011948,7.8,,6.6,6.25,4.75,5.0,,,,N1
43011949,8.2,,5.2,7.75,,,,,,N1
43011951,8.2,,8.6,7.25,,,,,,N1
43011952,4.4,,,5.25,3.75,,,,,
43011953,5.6,,5.4,5.5,,,,,,N1
43011954,7.6,,,6.75,8.25,,,,,
43011955,7.6,,5.2,6.75,4.75,,,,,N1
43011956,7.6,,,7.75,7.5,,,,,
43011957,7.4,,5.6,5.25,,,,,,N1
43011958,,5.0,,,,,9.5,8.25,,
43011959,7.2,3.75,,,,,6.75,,,
43011960,,5.25,,,,,7.25,7.75,,
43011961,8.2,,5.8,7.25,,,,,,N1
43011962,,4.0,,,,,5.5,5.75,,
43011963,,2.75,,,,,4.25,7.0,,
43011964,,7.0,,,,,8.5,9.25,,
43011965,,3.75,,,,,5.0,5.75,7.5,
43011966,,5.25,,,,,4.25,7.0,7.5,
43011967,,6.5,,,,,8.75,8.0,,
43011968,,7.25,,,,,6.75,7.75,,
43011969,,7.25,,,,,,,,
43011970,,4.0,,,,,4.25,7.0,,
43011971,,7.5,,,,,8.75,8.0,,
43011972,,7.75,,,,,9.25,8.0,,
43011974,,8.5,,,,,8.5,,9.5,
43011975,1.8,3.0,,,,,4.5,5.25,,
43011976,,5.5,,,,,6.25,6.25,,
43011977,8.0,,,,6.75,6.75,,,,
43011978,6.0,7.5,3.6,3.0,,,,,,N1
43011979,8.4,,,7.75,9.25,,,,,
43011980,8.0,8.0,,,,,9.75,,,
43011981,1.4,2.75,,,,,5.5,5.25,,
43011982,7.0,8.25,,,,,8.75,9.75,,
43011983,3.0,1.75,,,,,4.5,5.25,,
43011985,8.2,8.5,9.0,,,,,,,N1
43011986,8.2,,,7.75,9.0,,,,,
43011987,,4.25,,,,,6.75,7.5,,
43011988,8.0,,,7.5,8.0,,,,,
43011989,,6.0,,,,,9.0,8.75,9.25,
43011991,7.0,,4.8,7.0,,,,,,N1
43011993,8.4,,,7.25,7.0,6.25,,,,
43011994,4.2,6.0,2.8,,,,,,,N1
43011995,,7.25,,,,,10.0,9.25,6.25,
43011996,,6.25,,,,,5.0,6.25,,
43012000,8.4,8.75,9.2,,,,,,,N1
43012001,5.6,3.75,8.0,,,,,,,N4
43012002,,7.25,,,,,8.25,8.25,,
43012003,4.0,2.0,2.8,,,,4.5,6.5,7.0,N1
43012004,,2.75,,,,,3.5,7.5,,
43012006,4.6,4.25,2.8,,,,4.5,6.25,6.5,N1
43012008,,7.75,,,,,9.25,9.25,,
43012009,,4.0,,,,,5.75,8.25,,
43012010,,3.75,,,,,5.75,7.0,,
43012012,8.8,,,7.5,8.0,8.0,,,,
43012013,,4.25,,,,,3.25,5.0,,
43012014,7.8,,,6.25,6.25,,,,,
43012015,,2.0,,,,,5.5,7.5,,
43012016,8.2,,,7.5,8.0,,,,,
43012017,,3.5,,,,,7.25,7.0,6.75,
43012018,,5.75,,,,,8.5,9.0,,
43012019,8.2,,,6.0,7.0,,,,,
43012022,7.6,,,6.5,6.25,,,,,
43012023,4.6,,,2.25,3.0,,,,,
43012024,8.2,,,7.75,7.5,,,,,
43012025,,4.0,,,,,6.25,8.0,,
43012026,,4.5,,,,,7.25,7.75,,
43012027,8.0,,6.4,,7.75,,,,,N1
43012030,5.6,5.75,,,,,5.5,4.5,7.25,
43012031,,4.25,,,,,5.25,6.5,,
43012033,7.6,,6.6,6.0,4.75,4.0,,,,N1
43012034,8.8,4.0,6.6,8.75,1.5,1.25,,,,N1
43012035,7.0,,,6.0,4.25,,,,,
43012036,8.6,8.0,4.0,5.0,,,,,,N1
43012037,6.0,5.25,,,,,6.75,,,
43012038,,2.5,,,,,3.75,4.25,4.75,
43012039,8.6,,,2.5,7.5,7.5,,,,
43012041,,3.5,,,,,5.75,7.0,,
43012042,6.6,,,5.25,4.75,,,,,
43012043,,2.75,,,,,4.5,5.5,,
43012044,2.8,2.5,2.4,,,,3.0,4.5,6.0,N1
43012045,2.0,2.0,,,,,4.25,3.0,,
43012046,2.8,2.0,,,,,4.75,,,
43012047,3.4,4.5,,,,,3.0,7.0,4.75,
43012048,,6.0,,,,,8.0,7.25,,
43012049,7.4,,,6.0,7.5,,,,,
43012050,8.4,,,8.5,8.0,,,,,
43012051,5.2,4.75,2.8,,,,6.75,7.25,9.25,N1
43012052,,6.75,,,,,7.25,6.25,,
43012053,6.8,,,,8.5,8.0,,,,
43012054,,4.5,,,,,6.75,7.5,,
43012055,4.2,2.25,,,,,6.5,,,
43012057,,3.0,,,,,2.5,6.25,,
43012058,,3.0,,,,,5.75,6.75,,
43012060,,3.0,,,,,5.5,6.5,7.5,
43012061,3.6,4.75,2.6,,,,3.75,4.25,6.5,N1
43012062,,5.75,,,,,,,,
43012063,,7.0,,,,,8.75,8.25,,
43012065,4.6,4.0,,,,,4.25,,,
43012066,,5.5,,,,,6.75,6.75,,
43012067,2.8,2.0,,,,,1.75,2.75,,
43012068,7.2,,,3.75,3.25,,,,,
43012069,8.8,,7.4,,7.75,,,,,N1
43012071,,6.25,,,,,7.25,8.0,,
43012072,8.2,8.5,7.2,,,,,,,N1
43012073,6.4,6.75,4.6,,,,,,,N1
43012074,,4.0,,,,,6.0,6.75,,
43012075,7.8,,,4.75,5.0,,,,,
43012077,8.2,6.5,,7.0,7.5,5.5,,,,
43012078,,4.5,,,,,6.75,8.0,8.25,
43012079,8.0,,,7.0,7.75,,,,,
43012080,,5.75,,,,,8.25,8.0,,
43012081,,5.0,,,,,3.5,7.25,6.5,
43012082,8.4,,7.8,8.0,,,,,,N1
43012083,8.2,,,,7.5,6.0,,,,
43012084,8.0,,,8.5,8.25,3.25,,,,
43012085,6.8,,,4.75,3.75,4.75,,,,
43012086,8.0,,,7.25,7.25,5.25,,,,
43012087,,7.25,,,,,8.0,8.5,8.75,
43012088,3.0,,2.4,,,,,,,N1
43012089,,9.25,,,,,8.75,9.5,,
43012090,8.6,,,7.5,8.75,,,,,
43012091,,9.0,,,,,8.5,9.0,,
43012092,5.8,7.5,,,,,9.25,,,
43012094,,3.5,,,,,4.75,6.5,,
43012095,,3.75,,,,,7.25,8.75,,
43012097,7.4,,,5.25,3.75,,,,,
43012098,,4.25,,,,,8.25,7.75,,
43012099,6.2,5.5,,,,,8.0,,,
43012100,2.4,3.5,,,,,4.0,6.75,,
43012101,,5.75,,,,,6.0,7.0,,
43012102,6.2,,,4.75,3.5,,,,,
43012105,4.0,5.0,,,,,5.0,,8.25,
43012107,3.0,,2.0,,,,3.5,4.25,5.5,N1
43012108,8.0,,,7.25,7.5,,,,,
43012109,2.8,2.25,,,,,2.25,3.75,,
43012110,8.0,,,7.25,7.5,,,,,
43012111,2.8,2.5,,,,,3.5,,,
43012112,,4.0,,,,,6.0,7.5,7.25,
43012114,,4.0,,,,,4.75,7.0,7.75,
43012115,8.0,,6.8,,,,,,,N1
43012117,8.2,5.75,3.8,,,,,,,N1
43012119,,9.0,,,,,9.75,9.5,,
43012120,3.0,0.25,,,,,4.5,5.5,,
43012122,,5.5,,,,,7.0,6.75,8.5,
43012123,7.8,,,5.0,6.0,,,,,
43012124,,5.5,,,,,5.0,7.75,,
43012125,,5.75,,,,,8.5,9.0,,
43012126,,4.5,,,,,6.5,6.0,,
43012127,6.8,,,6.5,6.25,,,,,
43012128,,3.5,,,,,5.0,7.75,,
43012130,3.0,1.5,,,,,4.75,3.5,,
43012131,8.0,,,,7.5,7.25,,,,
43012133,2.6,3.5,,,,,3.5,,,
43012134,,3.25,,,,,4.25,6.75,8.25,
43012135,,4.5,,,,,6.0,7.5,,
43012136,2.2,3.25,,,,,4.75,6.0,,
43012137,3.6,2.25,,,,,7.0,7.5,,
43012138,7.4,,,5.25,6.75,,,,,
43012139,2.2,1.0,,,,,4.0,3.25,,
43012140,2.8,3.5,2.4,,,,,,,N1
43012141,,4.5,,,,,6.5,6.5,,
43012142,5.0,,,3.5,3.25,,,,,
43012143,6.6,8.25,,,,,6.25,7.0,,
43012144,,5.25,,,,,9.0,9.0,,
43012145,1.4,3.75,,,,,3.75,7.0,,
43012147,,6.0,,,,,8.25,8.75,,
43012148,,4.0,,,,,4.25,6.25,5.25,
43012149,2.2,5.0,1.6,,,,6.25,6.0,7.5,N1
43012150,2.8,4.0,4.0,,,,,,,N1
43012151,7.4,5.5,,,,,7.25,,,
43012152,7.2,,,,8.0,8.0,,,,
43012153,,4.5,,,,,5.5,7.0,,
43012154,,5.5,,,,,7.75,9.0,,
43012155,8.6,,,8.5,7.5,,,,,
43012156,7.4,,,5.5,5.75,,,,,
43012158,5.6,6.5,,,,,6.25,,,
43012160,2.4,2.5,,,,,3.5,,,
43012162,7.2,7.0,,,,,8.5,,,
43012163,3.4,2.0,,,,,4.5,5.25,,
43012164,,5.5,,,,,9.75,9.0,,
43012165,,5.5,,,,,8.25,8.0,,
43012166,3.8,2.5,,,,,2.25,4.0,,
43012167,2.6,2.75,2.2,,,,3.75,5.25,6.5,N1
43012168,8.0,6.5,,,,,7.0,,,
43012169,2.2,5.0,2.8,,,,5.0,6.75,8.25,N1
43012171,5.6,,,5.5,3.75,,,,,
43012172,,4.5,,,,,8.25,8.75,,
43012173,,5.0,,,,,7.5,8.25,,
43012174,6.0,,2.4,,,,,,,N1
43012175,7.4,,,3.25,3.0,,,,,
43012176,2.8,3.0,,,,,2.0,5.0,,
43012177,,6.0,,,,,7.5,8.5,,
43012178,7.8,,,7.5,9.25,,,,,
43012179,7.2,,,,7.5,7.75,,,,
43012180,7.2,,,,7.75,7.5,,,,
43012181,7.2,,6.2,3.25,,,,,,N1
43012183,,5.0,,,,,5.0,7.5,,
43012185,,6.5,,,,,6.0,7.0,,
43012186,4.4,5.25,,,,,5.75,7.25,8.25,
43012189,1.0,7.0,,,,,6.5,8.5,,
43012190,6.6,,4.6,6.0,,,,,,N1
43012191,,5.0,,,,,8.25,8.5,,
43012192,2.4,4.0,,,,,2.75,5.75,,
43012193,8.2,,,8.0,8.0,,,,,
43012194,,5.5,,,,,4.75,7.75,,
43012195,,6.0,,,,,8.75,8.75,6.5,
43012196,2.4,,,,,,,,,
43012197,7.0,,3.0,6.75,,,,,,N1
43012198,,5.0,,,,,4.75,6.25,,
43012200,1.8,3.0,,,,,4.0,5.0,,
43012201,7.6,,,7.75,8.5,,,,,
43012202,8.0,9.25,8.2,,,,,,,N1
43012203,7.8,8.0,5.6,,,,,,,N1
44000001,,7.25,,,,,8.5,9.0,,
44000002,4.0,,6.2,3.25,,,,,,N1
44000003,8.0,7.0,4.6,,,,7.25,4.75,,N1
44000004,4.0,6.5,,3.75,3.0,4.5,,,,
44000005,,6.5,7.2,,,,6.0,8.0,8.75,N1
44000006,,3.75,,,,,5.25,6.0,,
44000007,7.8,7.25,7.8,5.25,4.0,,,,,N1
44000008,7.0,6.5,3.4,,,,,,,N1
44000010,,5.5,,,,,3.5,6.5,,
44000011,7.2,,5.6,7.0,,,,,,N1
44000012,,6.0,,,,,5.5,6.75,,
44000013,,5.5,,,,,5.0,6.5,6.75,
44000014,2.6,3.5,,,,,3.75,4.25,,
44000015,,6.0,,,,,6.0,7.75,7.5,
44000016,,8.0,,,,,6.75,7.5,,
44000017,,8.5,,,,,9.75,9.0,9.0,
44000018,8.0,7.75,6.4,,,,,,,N1
44000019,,7.0,,,,,5.75,8.25,,
44000021,,6.5,,,,,5.75,5.5,,
44000022,,5.5,,,,,6.5,6.5,,
44000023,,4.25,,,,,6.0,5.75,7.5,
44000024,,5.0,,,,,5.5,6.5,,
44000025,,5.75,,,,,5.75,8.0,,
44000026,5.6,,4.6,5.5,,,,,,N1
44000027,,5.0,,,,,9.25,9.0,9.25,
44000028,,5.0,,,,,7.25,5.0,,
44000029,,5.75,,,,,5.5,7.0,,
44000030,3.2,2.25,,,,,5.25,3.5,,
44000031,7.8,,6.2,,7.5,,,,,N1
44000032,5.2,,3.0,4.5,3.25,,,,,N1
44000033,8.0,,,,5.0,7.25,,,,
44000034,7.6,9.25,5.4,,,,,,,N1
44000035,7.4,8.75,,,,,7.25,8.0,,
44000036,5.4,6.25,2.8,,,,,,,N1
44000039,,6.25,,,,,6.5,7.25,,
44000040,,3.25,,,,,5.5,6.0,,
44000042,,5.0,,,,,5.5,9.0,9.25,
44000043,9.0,,,9.0,8.75,3.75,,,,
44000044,,5.5,,,,,5.5,6.75,,
44000045,,7.25,7.0,,,,8.25,,,N1
44000046,8.4,,5.4,7.5,7.0,,,,,N1
44000048,,4.5,,,,,7.75,8.5,7.5,
44000049,4.2,8.5,,,,,9.25,9.25,,
44000050,,9.0,,,,,9.5,9.0,9.25,
44000051,8.6,,,8.0,9.0,7.5,,,,
44000052,,8.0,,,,,9.5,10.0,,
44000054,,7.5,,,,,8.5,7.75,,
44000055,7.8,9.0,,,,,7.25,,,
44000056,8.2,,6.4,5.75,5.75,,,,,N1
44000057,,6.25,,,,,9.5,9.5,9.5,
44000058,,6.25,,,,,7.0,8.0,,
44000059,7.6,4.75,8.2,,6.25,,,,,N1
44000060,8.6,,,7.0,6.5,,,,,
44000061,8.2,6.0,5.2,,,,8.0,8.75,8.75,N1
44000062,5.8,,,5.25,3.75,,,,,
44000063,,6.25,,,,,6.75,8.75,,
44000064,7.0,6.75,,,,,6.5,8.0,,
44000065,3.6,6.75,,,,,4.5,,,
44000066,,3.0,,,,,4.75,9.25,,
44000067,,6.5,,,,,7.0,8.0,,
44000068,,6.0,,,,,4.25,5.0,,
44000069,6.6,8.5,3.8,6.75,5.5,,,,,N1
44000070,,9.0,,,,,8.25,9.25,,
44000071,,5.5,,,,,6.0,8.75,7.25,
44000072,7.4,,,7.75,7.5,,,,,
44000073,,6.0,,,,,5.75,8.75,,
44000074,,8.25,,,,,8.75,9.25,,
44000075,,3.25,,,,,3.75,3.0,,
44000076,7.8,8.0,7.8,6.75,7.75,,,,,N1
44000077,8.2,,,3.25,8.75,8.5,,,,
44000078,,3.0,,,,,5.75,6.75,,
44000079,,7.5,,,,,9.5,9.75,,
44000080,8.4,,5.8,9.0,,,,,,N1
44000081,,5.25,,,,,4.25,7.5,,
44000083,3.6,5.0,,,,,3.75,7.25,8.5,
44000084,8.4,,4.6,3.75,7.75,,,,,N1
44000085,,5.25,,,,,6.5,7.75,,
44000086,,5.25,,,,,5.25,6.25,7.5,
44000087,4.6,,,3.0,3.75,,,,,
44000088,,6.75,,,,,3.0,3.75,,
44000089,,7.75,,,,,6.25,8.25,,
44000090,8.2,,,7.25,7.5,,,,,
44000091,,5.25,,,,,2.75,6.75,,
44000092,,4.25,,,,,3.5,4.5,5.5,
44000093,,7.25,,,,,7.5,6.25,,
44000094,7.6,8.75,8.8,,,,,,,N1
44000095,7.4,7.5,5.0,,,,,,,N1
44000096,7.6,,,,8.0,9.0,,,,
44000097,6.6,,7.2,4.25,,,,,,N1
44000098,,4.25,,,,,4.75,5.75,,
44000099,7.2,,,5.75,6.75,,,,,
44000100,,,,,,,6.0,7.75,8.5,
44000101,,6.75,,,,,9.75,9.25,,
44000102,3.0,6.5,5.2,,,,5.25,7.0,8.25,N1
44000103,6.8,6.75,,,,,6.0,,,
44000104,7.8,,6.4,4.75,,,,,,N1
44000105,8.0,,,8.25,8.25,5.0,,,,
44000106,,5.0,,,,,9.5,8.75,9.25,
44000107,,7.0,,,,,6.0,7.25,,
44000108,,5.5,,,,,4.75,7.0,8.25,
44000109,2.8,6.25,,,,,7.5,8.0,8.75,
44000110,,5.0,,,,,7.25,7.0,,
44000112,7.4,,7.6,8.0,,,,,,N1
44000113,,5.5,,,,,6.0,6.75,,
44000114,,7.0,,,,,6.0,8.25,,
44000115,7.8,7.75,5.8,,,,6.25,8.0,9.0,N1
44000116,,6.75,4.6,,,,8.25,8.25,,N1
44000117,8.0,,,3.25,8.25,7.75,,,,
44000118,,9.5,,,,,8.0,9.75,,
44000119,,9.0,,,,,8.5,8.25,,
44000120,,4.0,,,,,3.25,7.25,,
44000121,,8.5,,,,,8.75,9.0,,
44000122,,6.25,,,,,5.5,7.25,,
44000123,3.4,6.25,,,,,4.25,7.0,,
44000124,,5.5,,,,,2.75,4.25,,
44000125,5.2,,,2.75,3.5,5.0,,,,
44000126,7.6,6.5,7.0,4.5,6.25,6.0,,,,N1
44000127,6.0,,,1.75,4.5,,,,,
44000128,7.6,8.25,,,,,7.25,9.0,,
44000129,,8.5,,,,,8.5,8.25,,
44000130,3.0,7.0,,,,,8.25,8.0,,
44000131,2.6,5.25,,,,,5.5,7.75,,
44000132,8.6,,,8.25,7.5,4.5,,,,
44000133,6.8,,5.2,,4.25,6.75,,,,N1
44000134,,5.75,,,,,5.0,7.25,7.75,
44000135,7.8,,6.0,6.5,,,,,,N1
44000138,8.2,8.75,8.2,,,7.75,,,,N1
44000139,6.0,8.25,5.0,5.75,7.25,6.5,,,,N1
44000140,,7.0,,,,,6.5,7.25,,
44000141,,7.25,,,,,6.5,9.0,,
44000142,7.4,7.5,7.6,,,,,,,N1
44000143,3.2,5.75,3.6,,,,3.0,5.25,,N1
44000144,4.8,7.5,5.8,,,,,,,N1
44000145,,6.5,,,,,9.0,8.75,,
44000146,,6.25,,,,,8.75,8.5,,
44000147,8.4,,,5.75,6.25,8.0,,,,
44000148,,8.25,,,,,7.75,8.5,,
44000149,8.2,9.25,6.4,,,,8.75,,,N1
44000150,4.0,5.0,7.4,2.75,4.0,6.25,,,,N1
44000151,,6.75,,,,,6.25,8.25,8.5,
44000152,,8.0,,,,,8.25,9.25,,
44000153,7.2,7.75,7.0,,,,,,,N1
44000154,8.2,,,,7.5,8.25,,,,
44000155,4.2,5.0,,,,,6.75,,,
44000156,6.4,7.5,5.4,6.75,,,,,,N1
44000157,8.2,8.5,7.0,,,,,,,N1
44000158,,8.0,,,,,7.5,8.25,,
44000160,4.6,6.0,3.6,,,,,,,N1
44000161,6.0,8.0,2.6,,,,5.5,7.25,8.5,N1
44000162,,7.75,,,,,8.5,8.0,9.75,
44000163,6.0,6.0,4.6,,,,5.75,7.25,8.75,N1
44000164,,7.25,,,,,3.75,6.25,,
44000165,8.0,,,7.25,7.75,3.5,,,,
44000166,,7.5,,,,,4.25,5.5,6.75,
44000167,,4.25,,,,,7.0,9.5,8.75,
44000168,,5.5,,,,,4.5,8.0,,
44000169,,5.75,,,,,6.5,7.75,,
44000170,2.4,4.5,,,,,4.25,,,
44000171,8.0,,,6.5,7.0,,,,,
44000172,,7.25,,,,,5.0,7.5,,
44000173,8.4,8.25,6.0,4.25,5.5,5.25,,,,N1
44000174,7.2,,3.8,,6.25,6.5,,,,N1
44000175,,6.25,,,,,5.75,7.0,,
44000176,,,,,,,5.5,7.0,7.75,
44000177,,7.25,,,,,5.0,6.75,,
44000179,5.8,,,4.5,5.5,,,,,
44000180,,5.0,,,,,5.0,7.0,7.5,
44000181,8.0,,,5.5,7.5,8.0,,,,
44000182,8.6,8.25,6.4,,,,,,,N1
44000183,,5.75,,,,,5.0,8.0,,
44000184,,8.25,,,,,8.75,10.0,,
44000185,8.6,8.75,7.8,,,,,,,N1
44000186,,8.5,,,,,4.75,8.0,7.5,
44000187,,5.75,,,,,3.75,4.75,,
44000188,3.2,6.0,,,,,5.0,,,
44000189,3.0,6.0,,,,,4.5,6.25,,
44000190,,4.5,,,,,3.75,6.0,,
44000192,8.2,6.75,,8.75,8.0,,,,,
44000193,7.6,,,7.5,6.25,6.0,,,,
44000194,1.4,4.25,2.0,,,,6.5,8.25,8.75,N1
44000195,,7.0,,,,,7.75,8.0,9.0,
44000196,3.0,2.75,3.8,,,,4.75,5.5,6.75,N1
44000197,,5.25,,,,,5.25,7.0,8.0,
44000198,,5.75,,,,,6.25,8.0,,
44000199,7.0,,,5.25,3.75,,,,,
44000200,5.6,6.25,4.8,5.75,,,,,,N1
44000201,,3.25,,,,,3.0,5.25,6.25,
44000202,,5.0,,,,,5.25,6.5,,
44000204,,5.25,,,,,5.25,7.25,7.0,
44000205,,5.75,,,,,8.0,9.0,,
44000206,5.8,,5.4,5.75,,,,,,N1
44000209,7.6,8.0,,,,,8.0,9.25,,
44000210,7.0,,,5.0,4.5,,,,,
44000211,,8.5,,,,,7.5,8.25,,
44000213,8.0,,7.6,8.25,,,,,,N1
44000214,,7.5,,,,,8.5,9.0,,
44000215,,7.25,,,,,6.0,6.5,8.75,
44000216,,4.25,,,,,3.25,4.25,,
44000217,,3.75,,,,,4.25,6.5,,
44000218,8.6,,8.2,8.75,,,,,,N1
44000219,3.2,4.75,2.4,,,,,,,N1
44000220,7.2,8.75,7.4,,,,9.25,7.25,8.5,N1
44000221,,8.75,,,,,9.75,8.75,,
44000222,8.4,7.25,7.6,,,,,,,N1
44000223,,8.25,,,,,7.0,9.25,,
44000224,,8.25,,,,,8.75,9.25,,
44000225,8.6,,,8.75,8.5,,,,,
44000226,,6.5,,,,,5.75,7.25,8.5,
44000227,,5.0,,,,,7.25,7.75,9.25,
44000228,,7.0,,,,,3.75,8.0,7.0,
44000229,,5.75,,,,,6.25,8.0,,
44000230,1.8,3.5,2.6,,,,5.25,6.5,8.0,N1
44000231,6.4,6.75,4.4,,,,8.0,8.5,,N1
44000232,4.8,7.25,,4.75,,,,,,
44000234,6.8,8.75,7.2,,,,8.0,,,N1
44000235,8.0,8.5,6.4,,,,,,,N1
44000236,6.4,8.25,,,,,7.75,9.25,,
44000237,,5.5,,,,,7.75,7.0,8.0,
44000238,7.8,7.5,7.8,,,,,,,N1
44000239,,7.0,,,,,7.5,8.75,9.25,
44000240,,6.5,,,,,4.25,7.5,,
44000241,,7.0,,,,,7.0,7.0,,
44000242,,7.0,,,,,6.5,7.75,9.0,
44000243,,5.5,,,,,8.0,8.25,7.5,
44000244,7.8,7.25,,7.0,,,,,,
